rank,exact,k2,k4,k6,k8,k10,k12,k14,k16,k18,k20,k22,k24,k26,k28,k30,k32,k34,k36,k38,k40,k42,k44,k46,k48,k50,k52,k54,k56,k58,k60,k62,k64,k66,k68,k70,k72,k74,k76,k78,k80,k82,k84,k86,k88,k90,k92,k94,k96,k98,k100,k102,k104,k106,k108,k110,k112,k114,k116,k118,k120,k122,k124,k126,k128,k130,k132,k134,k136,k138,k140,k142,k144,k146,k148,k150,k152,k154,k156,k158,k160,k162,k164,k166,k168,k170,k172,k174,k176,k178,k180,k182,k184,k186,k188,k190,k192,k194,k196,k198,k200,k4261,k8523
39,note (74),,,,,,,,,,,,,,,,,,,,,,,,auquel,spécial,,,,,,auquel,,connu,,conclure,l'orthographe,,,anglaise,,comme,,consacré,,,,,conclure,point,ici,spécial,qu'après,anglaise,ici,mme,prince,qu'il,ici,consacré,quelques,,cet,trace,,judith,trace,fils,mentionne,spécial,étude,trouvera,naquit,reçut,,second,l'on,l'orthographe,d'ailleurs,l'on,dix,peu,ceux,ici,spécial,drame,quand,qu'on,sadler,l'enfant,roi.,fils,second,nomades,non,leurs,nom,quand,quand,fils,l'enfant,n'est,n'est
40,monsieur (74),,,,,,,,,,,,,,,,,,,,,,,,borner,auquel,,,,,,borner,,d'ailleurs,,comme,anglaise,,,sous,,point,,comparaison,,,,,point,débat,,auquel,l'enfant,sous,,judith,danemark,servi,,comparaison,raisons,,acte,d'intentions,,marraine,d'intentions,très-évidemment,registre,auquel,générale,fin,scène,simplement,,avant,peut,anglaise,lecteur,peut,années,sadler,quand,,auquel,nomades,leurs,peut,voir,stratford-sur-avon,drame,l'enfant,avant,dont,l'on,dix,laërtes,leurs,leurs,l'enfant,nom,note,note
41,rien (73),,,,,,,,,,,,,,,,,,,,,,,,ici,borner,,,,,,ici,,lecteur,,point,sous,,,lequel,,débat,,différents,,,,,débat,spécial,,borner,obscur,lequel,,marraine,naquit,patron,,différents,encore,,baptême,sombres,,amleth,sombres,contraire,l'état,borner,fournira,volume,s'appela,parrain,,prouve,second,sous,trouvera,second,non,amleth,leurs,,borner,yeux,comédiens,second,fils,conclure,nomades,stratford-sur-avon,prouve,quand,qu'on,non,drame,dix,dix,stratford-sur-avon,nomades,être,être
42,être (73),,,,,,,,,,,,,,,,,,,,,,,,,ici,,,,,,,,trouvera,,débat,lequel,,,jamais,,spécial,,textes,,,,,spécial,auquel,,ici,stratford-sur-avon,jamais,,amleth,scène,fils,,textes,conclure,,moindre,préoccupations,,héros,préoccupations,prince,civil,ici,l'espérons,_appendice_,qu'après,soeur,,ainsi,avant,lequel,fin,avant,l'on,héros,comédiens,,ici,combien,public,avant,l'enfant,roi.,dont,conclure,ainsi,leurs,peut,qu'on,nomades,non,non,nom,dont,rien,rien
43,reine (72),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fin,,spécial,jamais,,,connu,,auquel,,cette,,,,,auquel,borner,,,emprunta,connu,,héros,s'appela,très-évidemment,,étude,point,,trace,poétiques,,légende,poétiques,danemark,peu,,quelques,consacré,l'enfant,jumelle,,peu,prouve,jamais,volume,prouve,peut,légende,public,,,longtemps,dix,prouve,stratford-sur-avon,drame,yeux,nomades,sadler,comédiens,second,peut,dont,qu'on,qu'on,nomades,yeux,oui,oui
44,donc (72),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume,,auquel,connu,,,d'ailleurs,,borner,,étude,,,,,borner,ici,,,l'orthographe,d'ailleurs,,légende,qu'après,contraire,,générale,débat,,d'intentions,reçut,,danoise,reçut,naquit,importe,,raisons,comparaison,obscur,recevait,,actes,ainsi,connu,_appendice_,ainsi,second,danoise,dix,,,ceux,années,ainsi,différents,nomades,combien,dont,voir,public,avant,second,ceux,peut,peut,dont,combien,reine,reine
45,oui (72),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_appendice_,,borner,d'ailleurs,,,lecteur,,ici,,générale,,,,,ici,,,,anglaise,lecteur,,danoise,l'enfant,prince,,fournira,spécial,,sombres,simplement,,histoires,simplement,scène,voit,,encore,différents,stratford-sur-avon,sien,,deux,mentionne,d'ailleurs,consacré,peu,avant,histoires,années,,,quand,non,peu,textes,dont,longtemps,yeux,fils,dix,prouve,1600,quand,second,second,yeux,longtemps,donc,donc
46,maintenant (68),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consacré,,ici,lecteur,,,trouvera,,,,fournira,,,,,,,,,sous,trouvera,,histoires,obscur,danemark,,l'espérons,auquel,,préoccupations,parrain,,belleforest,parrain,s'appela,divers,,conclure,textes,emprunta,mme,,noms,registre,lecteur,comparaison,couramment,prouve,belleforest,non,,,représentations,l'on,sadler,étude,yeux,ceux,l'ancienne,l'enfant,années,ainsi,avant,leurs,1600,1600,combien,ceux,_hamlet_,maintenant
47,toute (67),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comparaison,,,trouvera,,,fin,,,,l'espérons,,,,,,,,,lequel,fin,,belleforest,stratford-sur-avon,naquit,,quelques,borner,,poétiques,soeur,,quelque,soeur,qu'après,actes,,point,étude,l'orthographe,judith,,couramment,l'état,trouvera,différents,confondus,ainsi,quelque,l'on,,,leurs,peut,chose,générale,l'ancienne,quand,combien,stratford-sur-avon,non,peu,prouve,comédiens,avant,avant,longtemps,quand,maintenant,toute
48,bon (66),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,différents,,,fin,,,volume,,,,quelques,,,,,,,,,jamais,volume,,quelque,emprunta,scène,,raisons,ici,,reçut,jumelle,,chose,jumelle,l'enfant,deux,,débat,générale,anglaise,marraine,,confondus,civil,fin,textes,seulement,peu,chose,peut,,,comédiens,second,voir,fournira,combien,représentations,longtemps,générale,l'on,sadler,ainsi,public,prouve,prouve,ceux,leurs,toute,reine.
49,reine. (66),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textes,,,volume,,,_appendice_,,,,raisons,,,,,,,,,connu,_appendice_,,chose,l'orthographe,s'appela,,encore,,,simplement,recevait,,voir,recevait,obscur,noms,,spécial,fournira,sous,amleth,,seulement,peu,volume,étude,comment,importe,voir,second,,,depuis,avant,ceci,l'espérons,longtemps,leurs,ceux,fournira,peut,voir,peu,dix,ainsi,ainsi,qu'une,comédiens,reine.,bon
50,.... (63),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cette,,,_appendice_,,,consacré,,,,encore,,,,,,,,,d'ailleurs,consacré,,voir,anglaise,qu'après,,conclure,,,parrain,sien,,ceci,sien,stratford-sur-avon,couramment,,auquel,l'espérons,lequel,héros,,comment,importe,_appendice_,générale,cet,voit,ceci,après,,,public,prouve,n'est,quelques,ceux,comédiens,qu'une,l'espérons,second,danemark,deux,années,peu,peu,quand,public,bon,deux
51,deux (63),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,étude,,,consacré,,,comparaison,,,,conclure,,,,,,,,,lecteur,comparaison,,ceci,sous,l'enfant,,point,,,soeur,mme,,n'est,mme,emprunta,confondus,,borner,quelques,jamais,légende,,cet,voit,consacré,fournira,acte,divers,n'est,avant,,,dix,ainsi,qu'il,raisons,qu'une,depuis,quand,quelques,1600,naquit,sadler,non,deux,deux,représentations,dix,deux,....
52,dit (61),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,générale,,,comparaison,,,différents,,,,comme,,,,,,,,,trouvera,différents,,n'est,lequel,obscur,,débat,,,jumelle,judith,,qu'il,judith,l'orthographe,seulement,,ici,raisons,connu,danoise,,acte,divers,comparaison,l'espérons,baptême,actes,qu'il,prouve,,,années,peu,servi,encore,allusion,public,représentations,raisons,avant,scène,voir,l'on,acte,acte,leurs,années,....,dit
53,ici (60),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fournira,,,différents,,,textes,,,,point,,,,,,,,,fin,textes,,qu'il,jamais,stratford-sur-avon,,spécial,,,recevait,marraine,,servi,marraine,anglaise,comment,,,encore,d'ailleurs,histoires,,baptême,actes,différents,quelques,moindre,deux,servi,1584.,,,non,deux,patron,conclure,quand,dix,leurs,encore,prouve,s'appela,s'appela,peut,sadler,sadler,comédiens,non,laertes.,ici
54,j'ai (57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l'espérons,,,textes,,,cette,,,,débat,,,,,,,,,volume,étude,,servi,connu,emprunta,,auquel,,,sien,amleth,,patron,amleth,sous,cet,,,conclure,lecteur,belleforest,,moindre,deux,textes,raisons,trace,noms,patron,donnait,,,l'on,cet,très-évidemment,point,représentations,années,comédiens,conclure,ainsi,qu'après,qu'après,second,voir,voir,depuis,tous,dit,laertes.
55,laertes. (57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quelques,,,cette,,,étude,,,,spécial,,,,,,,,,_appendice_,générale,,patron,d'ailleurs,l'orthographe,,borner,,,mme,héros,,fils,héros,lequel,acte,,,point,trouvera,quelque,,trace,noms,étude,encore,d'intentions,couramment,très-évidemment,oui,,,correspondant,acte,contraire,débat,leurs,non,depuis,point,peu,l'enfant,l'enfant,après,l'enfant,l'enfant,public,l'on,ici,j'ai
56,autre (56),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raisons,,,étude,,,générale,,,,auquel,,,,,,,,,consacré,fournira,,fils,lecteur,anglaise,,ici,,,judith,légende,,très-évidemment,légende,jamais,baptême,,,débat,fin,chose,,d'intentions,couramment,générale,conclure,sombres,confondus,contraire,moins,,,peut,baptême,prince,spécial,comédiens,tous,public,débat,deux,obscur,obscur,1600,stratford-sur-avon,obscur,dix,peut,j'ai,scène
57,scène (56),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encore,,,générale,,,fournira,,,,borner,,,,,,,,,comparaison,l'espérons,,très-évidemment,trouvera,sous,,,,,marraine,danoise,,contraire,danoise,connu,moindre,,,spécial,volume,voir,,sombres,confondus,fournira,point,préoccupations,seulement,prince,celui,,,écrit,moindre,danemark,auquel,depuis,l'on,dix,spécial,acte,stratford-sur-avon,stratford-sur-avon,avant,d'ailleurs,stratford-sur-avon,années,second,scène,_hamlet_
58,vie (55),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conclure,,,fournira,,,l'espérons,,,,ici,,,,,,,,,différents,quelques,,contraire,fin,lequel,,,,,amleth,histoires,,prince,histoires,d'ailleurs,trace,,,auquel,_appendice_,ceci,,préoccupations,seulement,l'espérons,débat,poétiques,comment,danemark,ainsi,,,après,trace,naquit,borner,public,peut,années,auquel,baptême,emprunta,emprunta,prouve,lecteur,emprunta,non,après,autre,autre
59,horatio (55),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comme,,,l'espérons,,,quelques,,,,,,,,,,,,,textes,raisons,,prince,volume,jamais,,,,,héros,belleforest,,danemark,belleforest,lecteur,d'intentions,,,borner,consacré,n'est,,poétiques,comment,quelques,spécial,reçut,cet,naquit,mentionne,,,1600,d'intentions,scène,ici,dix,second,non,borner,moindre,l'orthographe,l'orthographe,ainsi,trouvera,l'orthographe,tous,1600,horatio,horatio
60,entre (54),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,point,,,quelques,,,raisons,,,,,,,,,,,,,étude,encore,,danemark,_appendice_,connu,,,,,légende,quelque,,naquit,quelque,trouvera,sombres,,,ici,comparaison,qu'il,,reçut,cet,raisons,auquel,simplement,acte,scène,registre,,,avant,sombres,s'appela,,années,après,tous,ici,trace,anglaise,anglaise,peu,fin,anglaise,l'on,avant,vie,vie
61,ophélia. (54),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,débat,,,raisons,,,encore,,,,,,,,,,,,,générale,conclure,,naquit,consacré,d'ailleurs,,,,,danoise,chose,,scène,chose,fin,préoccupations,,,,différents,servi,,simplement,acte,encore,borner,parrain,baptême,s'appela,l'état,,,1591,préoccupations,qu'après,,non,1600,l'on,,d'intentions,sous,sous,deux,volume,sous,peut,prouve,ophélia.,ophélia.
62,jamais (53),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spécial,,,encore,,,conclure,,,,,,,,,,,,,fournira,point,,scène,comparaison,lecteur,,,,,histoires,ceci,,s'appela,voir,volume,poétiques,,,,textes,patron,,parrain,baptême,conclure,ici,soeur,moindre,qu'après,civil,,,prouve,poétiques,l'enfant,,tous,avant,elle-même,,sombres,lequel,lequel,cet,_appendice_,lequel,second,oui,paysan.,entre
63,trop (52),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auquel,,,conclure,,,comme,,,,,,,,,,,,,l'espérons,débat,,s'appela,différents,trouvera,,,,,belleforest,n'est,,qu'après,ceci,_appendice_,reçut,,,,étude,fils,,soeur,moindre,point,,jumelle,trace,l'enfant,peu,,,aucunement,reçut,obscur,,l'on,1591,compare,,préoccupations,jamais,jamais,acte,consacré,jamais,après,ainsi,entre,jamais
64,ciel (51),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,borner,,,comme,,,point,,,,,,,,,,,,,quelques,spécial,,qu'après,textes,fin,,,,,quelque,qu'il,,l'enfant,n'est,consacré,simplement,,,,générale,très-évidemment,,jumelle,trace,débat,,recevait,d'intentions,obscur,importe,,,1584.,simplement,stratford-sur-avon,,considère,prouve,passage,,poétiques,connu,connu,baptême,comparaison,connu,1600,peu,jamais,trop
65,mère (50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ici,,,point,,,débat,,,,,,,,,,,,,raisons,auquel,,obscur,étude,volume,,,,,chose,servi,,obscur,qu'il,comparaison,parrain,,,,fournira,contraire,,recevait,d'intentions,spécial,,sien,sombres,stratford-sur-avon,voit,,,donnait,parrain,emprunta,,elle-même,aucunement,correspondant,,reçut,d'ailleurs,d'ailleurs,moindre,différents,d'ailleurs,avant,deux,trop,ciel
66,fois (50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,débat,,,spécial,,,,,,,,,,,,,encore,borner,,stratford-sur-avon,générale,_appendice_,,,,,ceci,patron,,stratford-sur-avon,servi,différents,soeur,,,,l'espérons,prince,,sien,sombres,auquel,,mme,préoccupations,emprunta,divers,,,oui,soeur,l'orthographe,,compare,1584.,peut,,simplement,lecteur,lecteur,trace,textes,lecteur,prouve,acte,ciel,fois
67,comment (50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spécial,,,auquel,,,,,,,,,,,,,conclure,ici,,emprunta,fournira,consacré,,,,,n'est,fils,,emprunta,patron,textes,jumelle,,,,quelques,danemark,,mme,préoccupations,borner,,judith,poétiques,l'orthographe,actes,,,moins,jumelle,anglaise,,passage,donnait,écrit,,parrain,trouvera,trouvera,d'intentions,étude,trouvera,oui,d'intentions,fois,mère
68,homme (49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auquel,,,borner,,,,,,,,,,,,,point,,,l'orthographe,l'espérons,comparaison,,,,,qu'il,très-évidemment,,l'orthographe,fils,étude,recevait,,,,raisons,naquit,,judith,poétiques,ici,,marraine,reçut,anglaise,deux,,,celui,recevait,sous,,correspondant,oui,après,,soeur,fin,fin,sombres,générale,fin,ainsi,sombres,mère,comment
69,peu (49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,borner,,,ici,,,,,,,,,,,,,débat,,,anglaise,quelques,différents,,,,,servi,contraire,,anglaise,très-évidemment,générale,sien,,,,encore,scène,,marraine,reçut,,,amleth,simplement,sous,noms,,,ainsi,sien,lequel,,peut,moins,1600,,jumelle,volume,volume,préoccupations,fournira,volume,l'état,préoccupations,peu,peu
70,chose (49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ici,,,,,,,,,,,,,,,,spécial,,,sous,raisons,textes,,,,,patron,prince,,sous,contraire,fournira,mme,,,,conclure,s'appela,,amleth,simplement,,,héros,parrain,lequel,couramment,,,mentionne,mme,jamais,,écrit,celui,avant,,recevait,_appendice_,_appendice_,poétiques,l'espérons,_appendice_,civil,poétiques,comment,chose
71,leurs (48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auquel,,,lequel,encore,étude,,,,,fils,danemark,,lequel,prince,l'espérons,judith,,,,point,qu'après,,héros,parrain,,,légende,soeur,jamais,confondus,,,registre,judith,connu,,après,ainsi,1591,,sien,consacré,consacré,reçut,quelques,consacré,peu,reçut,chose,paysan.
72,vers (47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,borner,,,jamais,conclure,générale,,,,,très-évidemment,naquit,,jamais,danemark,quelques,marraine,,,,débat,obscur,,légende,soeur,,,danoise,jumelle,connu,seulement,,,l'état,marraine,d'ailleurs,,1600,mentionne,prouve,,mme,comparaison,comparaison,simplement,raisons,comparaison,importe,simplement,laërtes,homme
73,allons (47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ici,,,connu,point,fournira,,,,,contraire,scène,,connu,naquit,raisons,amleth,,,,spécial,stratford-sur-avon,,danoise,jumelle,,,histoires,recevait,d'ailleurs,comment,,,civil,amleth,lecteur,,avant,registre,aucunement,,judith,différents,différents,parrain,encore,différents,voit,parrain,homme,leurs
74,s'il (47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d'ailleurs,débat,l'espérons,,,,,prince,s'appela,,d'ailleurs,scène,encore,héros,,,,auquel,emprunta,,histoires,recevait,,,belleforest,sien,lecteur,cet,,,peu,héros,trouvera,,1591,l'état,1584.,,marraine,textes,textes,soeur,conclure,textes,divers,soeur,leurs,laërtes
75,laërtes (47),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lecteur,spécial,quelques,,,,,danemark,qu'après,,lecteur,s'appela,conclure,légende,,,,borner,l'orthographe,,belleforest,sien,,,quelque,mme,trouvera,acte,,,importe,légende,fin,,prouve,civil,donnait,,amleth,étude,étude,jumelle,point,étude,actes,jumelle,allons,allons
76,ceci (46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trouvera,auquel,raisons,,,,,naquit,obscur,,trouvera,qu'après,point,danoise,,,,ici,anglaise,,quelque,mme,,,chose,judith,fin,baptême,,,voit,danoise,volume,,aucunement,peu,oui,,héros,générale,générale,recevait,débat,générale,deux,recevait,s'il,s'il
77,alors (46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fin,borner,encore,,,,,scène,stratford-sur-avon,,fin,obscur,débat,histoires,,,,,sous,,chose,judith,,,ceci,marraine,volume,moindre,,,divers,histoires,_appendice_,,1584.,importe,moins,,légende,fournira,fournira,sien,spécial,fournira,noms,sien,vers,vers
78,acte (46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,volume,ici,conclure,,,,,s'appela,emprunta,,volume,stratford-sur-avon,spécial,belleforest,,,,,lequel,,ceci,marraine,,,n'est,amleth,_appendice_,trace,,,actes,belleforest,consacré,,donnait,voit,celui,,danoise,l'espérons,l'espérons,mme,auquel,l'espérons,couramment,mme,acte,acte
79,fils (45),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_appendice_,,point,,,,,qu'après,l'orthographe,,_appendice_,emprunta,auquel,quelque,,,,,jamais,,n'est,amleth,,,qu'il,héros,consacré,d'intentions,,,deux,quelque,comparaison,,oui,divers,ainsi,,histoires,quelques,quelques,judith,borner,quelques,confondus,judith,ceci,ceci
80,toutes (45),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consacré,,débat,,,,,obscur,anglaise,,consacré,l'orthographe,borner,chose,,,,,connu,,qu'il,héros,,,servi,légende,comparaison,sombres,,,noms,chose,différents,,moins,actes,mentionne,,belleforest,raisons,raisons,marraine,ici,raisons,seulement,marraine,fils,alors
81,ophélia (45),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comparaison,,spécial,,,,,stratford-sur-avon,sous,,comparaison,anglaise,ici,ceci,,,,,d'ailleurs,,servi,légende,,,patron,danoise,différents,préoccupations,,,couramment,ceci,textes,,celui,deux,registre,,quelque,encore,encore,amleth,,encore,comment,amleth,alors,fils
82,paysan. (44),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,différents,,auquel,,,,,emprunta,lequel,,différents,sous,,n'est,,,,,lecteur,,patron,danoise,,,très-évidemment,histoires,textes,poétiques,,,confondus,n'est,étude,,mentionne,noms,l'état,,chose,conclure,conclure,héros,,conclure,cet,héros,ophélia,ophélia
83,coeur (43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textes,,borner,,,,,l'orthographe,jamais,,textes,lequel,,qu'il,,,,,trouvera,,très-évidemment,histoires,,,contraire,belleforest,étude,reçut,,,seulement,qu'il,générale,,registre,couramment,civil,,voir,point,point,légende,,point,acte,légende,toutes,toutes
84,contre (43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,étude,,ici,,,,,anglaise,connu,,étude,jamais,,servi,,,,,fin,,contraire,belleforest,,,prince,quelque,générale,simplement,,,comment,servi,fournira,,l'état,confondus,peu,,ceci,débat,débat,danoise,,débat,baptême,danoise,qu'on,qu'on
85,qu'on (43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,générale,,,,,,,sous,d'ailleurs,,générale,connu,,patron,,,,,volume,,prince,quelque,,,danemark,chose,fournira,parrain,,,cet,patron,l'espérons,,civil,seulement,importe,,n'est,spécial,spécial,histoires,,spécial,moindre,histoires,peut,peut
86,peut (43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fournira,,,,,,,lequel,lecteur,,fournira,d'ailleurs,,fils,,,,,_appendice_,,danemark,chose,,,naquit,ceci,l'espérons,soeur,,,acte,très-évidemment,quelques,,peu,comment,voit,,qu'il,auquel,auquel,belleforest,,auquel,trace,belleforest,rosencrantz.,rosencrantz.
87,quoi (43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l'espérons,,,,,,,jamais,trouvera,,l'espérons,lecteur,,très-évidemment,,,,,consacré,,naquit,ceci,,,scène,n'est,quelques,jumelle,,,baptême,contraire,raisons,,importe,cet,divers,,servi,borner,borner,quelque,,borner,d'intentions,quelque,quoi,quoi
88,rosencrantz. (43),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quelques,,,,,,,connu,fin,,quelques,trouvera,,contraire,,,,,comparaison,,scène,n'est,,,s'appela,qu'il,raisons,recevait,,,moindre,prince,encore,,voit,acte,actes,,patron,ici,ici,chose,,ici,sombres,chose,coeur,coeur
89,_hamlet_ (42),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raisons,,,,,,,d'ailleurs,volume,,raisons,fin,,prince,,,,,différents,,s'appela,qu'il,,,qu'après,servi,encore,sien,,,trace,danemark,conclure,,divers,baptême,deux,,très-évidemment,,,ceci,,,préoccupations,voir,contre,contre
90,âme (42),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,encore,,,,,,,lecteur,_appendice_,,encore,volume,,danemark,,,,,textes,,qu'après,servi,,,obscur,patron,conclure,mme,,,d'intentions,naquit,point,,actes,moindre,noms,,contraire,,,n'est,,,poétiques,ceci,âme,âme
91,voici (42),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conclure,,,,,,,trouvera,consacré,,conclure,_appendice_,,naquit,,,,,étude,,obscur,patron,,,stratford-sur-avon,très-évidemment,point,judith,,,sombres,scène,débat,,deux,trace,couramment,,prince,,,qu'il,,,reçut,n'est,voici,voici
92,telle (41),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,point,,,,,,,fin,comparaison,,point,consacré,,scène,,,,,générale,,stratford-sur-avon,très-évidemment,,,emprunta,contraire,débat,marraine,,,préoccupations,s'appela,spécial,,noms,d'intentions,confondus,,danemark,,,servi,,,simplement,qu'il,pourquoi,pourquoi
93,pourquoi (41),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,débat,,,,,,,volume,différents,,débat,comparaison,,s'appela,,,,,fournira,,emprunta,contraire,,,l'orthographe,prince,spécial,amleth,,,poétiques,qu'après,auquel,,couramment,sombres,seulement,,naquit,,,patron,,,parrain,servi,telle,telle
94,quelle (40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spécial,,,,,,,_appendice_,textes,,spécial,différents,,qu'après,,,,,l'espérons,,l'orthographe,prince,,,anglaise,danemark,auquel,héros,,,reçut,obscur,borner,,confondus,préoccupations,comment,,scène,,,très-évidemment,,,soeur,patron,dieu,dieu
95,jeune (40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,auquel,,,,,,,consacré,étude,,auquel,textes,,obscur,,,,,quelques,,anglaise,danemark,,,sous,naquit,borner,légende,,,simplement,stratford-sur-avon,ici,,seulement,poétiques,cet,,s'appela,,,contraire,,,jumelle,très-évidemment,quelle,quelle
