rank,exact,k2,k4,k6,k8,k10,k12,k14,k16,k18,k20,k22,k24,k26,k28,k30,k32,k34,k36,k38,k40,k42,k44,k46,k48,k50,k52,k54,k56,k58,k60,k62,k64,k66,k68,k70,k72,k74,k76,k78,k80,k82,k84,k86,k88,k90,k92,k94,k96,k98,k100,k102,k104,k106,k108,k110,k112,k114,k116,k118,k120,k122,k124,k126,k128,k130,k132,k134,k136,k138,k140,k142,k144,k146,k148,k150,k152,k154,k156,k158,k160,k162,k164,k166,k168,k170,k172,k174,k176,k178,k180,k182,k184,k186,k188,k190,k192,k194,k196,k198,k200,k2308,k4617
49,thus (41),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peal,,field,,,,ordnance,,,music,_exeunt,bearing,,,,,put,bearing,stage,like,field,,,,off._,rights,call,like,also,also,likely,,doth,dead,forc,doth,draw,hear,peal,world,,vantage,doth,_march,rest,presently,claim,shows,claim,claim,take,_march,time,play._,play._,live,claim,ordnance,live,soldier,cup,commandment,love,cup,enter,commandment,commandment,rest,mother,stage,scene,yet
50,look (40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordnance,,shows,,,,shot,,,rites,bearing,peal,,,,,prov,peal,likely,soldier,shows,,,,,memory,noblest,soldier,cause,cause,put,,invite,march._,upshot,invite,presently,call,ordnance,things,,doth,invite,within._,_march,perform,vantage,much,vantage,vantage,sight,within._,cup,time,time,_dies._,vantage,shot,_dies._,stage,warlike,world,foils,warlike,ambassadors,world,bloody,never,time,put,thus,thus
51,death (37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shot,,much,,,,off._,,,war,peal,ordnance,,,,,royally,ordnance,put,stage,much,,,,,kingdom,audience,stage,mouth,mouth,prov,,also,_exeunt,purposes,also,perform,noblest,shot,came,,invite,also,ambassadors,within._,even,doth,amiss,doth,doth,becomes,ambassadors,warlike,cup,cup,heart,doth,off._,heart,likely,live,bloody,_they,live,never,bloody,hear,commandment,cup,sight,look,look
52,night (36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off._,,amiss,,,,,,,loudly,ordnance,shot,,,,,passage,shot,prov,likely,amiss,,,,,claim,sorrow,likely,whose,whose,royally,,cause,bearing,mistook,cause,even,audience,off._,carnal,,also,cause,rosencrantz,ambassadors,men,invite,bid,invite,invite,field,never,live,warlike,warlike,rest,invite,,rest,put,_dies._,cause,play._,_dies._,commandment,hear,cause,world,warlike,soldiers,death,death
53,take (35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bid,,,,,,,take,shot,off._,,,,,music,off._,royally,put,bid,,,,,vantage,embrace,put,voice,voice,passage,,mouth,peal,fall,mouth,men,sorrow,,bloody,,cause,mouth,thank,never,minds,also,soldiers,also,also,shows,commandment,_dies._,live,live,_march,also,,_march,prov,heart,mouth,hand,heart,world,cause,mouth,bloody,live,shot,night,night
54,play (35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shoot,,,,,,,sight,off._,,,,,,rites,,passage,prov,shoot,,,,,doth,fortune,prov,draw,draw,music,,whose,ordnance,inventors,whose,minds,embrace,,unnatural,,mouth,whose,never,commandment,wild,cause,shoot,cause,cause,much,world,heart,_dies._,_dies._,within._,cause,,within._,royally,rest,voice,time,rest,bloody,mouth,voice,cause,_dies._,may,take,take
55,soul (35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dead,,,,,,,becomes,,,,,,,war,,music,royally,dead,,,,,invite,rights,royally,presently,presently,rites,,voice,shot,heads,voice,wild,fortune,,acts,,whose,voice,gave,upon,lest,mouth,dead,mouth,mouth,amiss,bloody,rest,heart,heart,ambassadors,mouth,,ambassadors,passage,_march,draw,cup,_march,claim,voice,stage,mouth,heart,gentleman,soul,soul
56,god (34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,march._,,,,,,,field,,,,,,,loudly,,rites,passage,march._,,,,,also,memory,passage,perform,perform,war,,draw,off._,truly,draw,lest,rights,,accidental,,voice,draw,commandment,question,mischance,whose,march._,whose,whose,bid,forc,_march,rest,rest,never,whose,,never,music,within._,presently,heaven,within._,vantage,bear,put,voice,rest,foils,play,play
57,hear (33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_exeunt,,,,,,,shows,,,,,,,take,,war,music,_exeunt,,,,,mouth,kingdom,music,even,even,loudly,,presently,,deliver,presently,mischance,memory,,judgments,,draw,presently,since,polack,plots,voice,_exeunt,voice,voice,shoot,upshot,within._,_march,_march,commandment,voice,,commandment,rites,ambassadors,perform,warlike,enter,doth,soldier,royally,minds,_march,second,hear,god
58,life (33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bearing,,,,,,,much,,,,,,,sight,,loudly,rites,bearing,,,,,whose,claim,rites,men,men,take,,perform,,haste,perform,plots,kingdom,,casual,,presently,perform,jump,wars,errors,draw,bearing,draw,draw,march._,purposes,ambassadors,within._,within._,world,draw,,world,war,never,even,live,ambassadors,invite,stage,passage,wild,within._,_they,god,hear
59,osric (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peal,,,,,,,amiss,,,,,,,becomes,,take,war,peal,,,,,voice,vantage,war,minds,minds,sight,,even,,call,even,errors,claim,,slaughters,,perform,even,upon,arriv,happen,presently,peal,presently,presently,_exeunt,mistook,guildenstern,ambassadors,ambassadors,carnal,presently,,things,loudly,gave,men,_dies._,never,also,likely,music,lest,ambassadors,play._,life,life
60,might (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordnance,,,,,,,bid,,,,,,,field,,sight,loudly,ordnance,,,,,draw,doth,loudly,wild,wild,becomes,,men,,noblest,men,happen,vantage,,deaths,,even,men,question,order,four,perform,ordnance,perform,perform,bearing,fall,thanks,hast,fulfill,bloody,perform,,bloody,take,commandment,minds,noble,commandment,cause,put,rites,mischance,guildenstern,hand,dead,dead
61,could (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shot,,,,,,,shoot,,,,,,,shows,,becomes,take,shot,,,,,presently,invite,take,lest,lest,field,,minds,,audience,minds,four,doth,,cunning,,men,minds,polack,high,captains,even,shot,even,even,peal,inventors,ability,struck,guildenstern,unnatural,even,,acts,becomes,since,wild,heart,world,mouth,prov,war,plots,never,hath,might,might
62,nothing (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off._,,,,,,,dead,,,,,,,much,,field,sight,off._,,,,,perform,also,sight,mischance,mischance,shows,,wild,,sorrow,wild,captains,invite,,forc,,minds,wild,wars,placed,bear,men,off._,men,men,ordnance,heads,life,ambassador,thanks,acts,men,,accidental,field,jump,lest,rest,things,whose,royally,loudly,errors,commandment,father,could,could
63,dead (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,march._,,,,,,,amiss,,shows,becomes,,,,,,even,mouth,becomes,plots,plots,much,,lest,,embrace,lest,bear,also,,upshot,,wild,lest,arriv,view,like,minds,,minds,minds,shot,truly,thank,dismal,ability,accidental,minds,,judgments,shows,upon,mischance,_march,bloody,voice,passage,take,happen,world,follow,whose,whose
64,mine (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_exeunt,,,,,,,bid,,much,field,,,,,,men,whose,field,errors,errors,amiss,,mischance,,fortune,mischance,like,mouth,,purposes,,lest,mischance,order,unknowing,soldier,wild,,wild,wild,off._,deliver,never,affairs,life,judgments,wild,,casual,much,question,plots,within._,unnatural,draw,music,becomes,four,things,dane,indeed,indeed
65,whose (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bearing,,,,,,,shoot,,amiss,shows,,,,,,minds,voice,shows,happen,happen,bid,,plots,,rights,plots,soldier,whose,,mistook,,mischance,plots,high,world,stage,lest,,lest,lest,,haste,gave,late,thank,casual,lest,,slaughters,amiss,polack,errors,enter,acts,presently,rites,field,captains,bloody,cup,nothing,nothing
66,indeed (31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peal,,,,,,,dead,,bid,much,,,,,,wild,draw,much,four,four,shoot,,errors,,memory,errors,stage,voice,,fall,,plots,errors,placed,things,likely,mischance,,mischance,mischance,,call,commandment,ears,never,slaughters,mischance,,deaths,bid,wars,happen,ambassadors,accidental,perform,war,shows,bear,fall,heaven,mine,mine
67,castle (30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordnance,,,,,,,march._,,shoot,amiss,,,,,,lest,presently,amiss,captains,captains,dead,,happen,,kingdom,happen,likely,draw,,inventors,,errors,happen,view,came,put,plots,,plots,plots,,noblest,since,senseless,gave,deaths,plots,,cunning,shoot,arriv,four,toward,judgments,even,loudly,much,soldier,inventors,warlike,heart,heart
68,heart (30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shot,,,,,,,_exeunt,,dead,bid,,,,,,mischance,perform,bid,bear,bear,march._,,four,,claim,four,put,presently,,heads,,happen,four,unknowing,carnal,prov,errors,,errors,errors,,audience,jump,hearing,since,cunning,errors,,forc,march._,order,captains,thine,casual,men,take,amiss,stage,heads,live,made,made
69,made (30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off._,,,,,,,bearing,,march._,shoot,,,,,,plots,even,shoot,like,like,_exeunt,,captains,,vantage,captains,prov,perform,,truly,,four,captains,world,unnatural,royally,happen,,happen,happen,,sorrow,upon,fulfill,jump,forc,happen,,upshot,_exeunt,high,bear,eternal,slaughters,minds,becomes,bid,likely,truly,_dies._,castle,castle
70,pray (30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peal,,_exeunt,dead,,,,,,errors,men,dead,soldier,soldier,bearing,,bear,,doth,bear,royally,even,,deliver,,captains,bear,things,acts,passage,four,,four,four,,embrace,question,guildenstern,upon,upshot,four,,purposes,bearing,placed,like,cell,deaths,wild,field,shoot,put,deliver,noble,pray,pray
71,barnardo (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordnance,,bearing,march._,,,,,,happen,minds,march._,stage,stage,peal,,like,,invite,like,passage,men,,haste,,bear,like,came,accidental,music,captains,,captains,captains,,fortune,polack,thanks,question,purposes,captains,,mistook,peal,view,soldier,many,cunning,lest,shows,march._,prov,haste,heart,barnardo,barnardo
72,nature (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shot,,peal,_exeunt,,,,,,four,wild,_exeunt,likely,likely,ordnance,,soldier,,also,soldier,music,minds,,call,,like,soldier,carnal,judgments,rites,bear,,bear,bear,,rights,wars,ability,polack,mistook,bear,,fall,ordnance,unknowing,stage,princes,forc,mischance,much,_exeunt,royally,call,rest,nature,nature
73,denmark (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off._,,ordnance,bearing,,,,,,captains,lest,bearing,put,put,shot,,stage,,mouth,stage,rites,wild,,noblest,,soldier,stage,unnatural,casual,war,like,,like,like,,memory,arriv,life,wars,fall,like,,inventors,shot,world,likely,bloodily,upshot,plots,amiss,bearing,passage,noblest,_march,ghost,ghost
74,room (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shot,peal,,,,,,bear,mischance,peal,prov,prov,off._,,likely,,whose,likely,war,lest,,audience,,stage,likely,acts,slaughters,loudly,soldier,,soldier,soldier,,kingdom,order,thank,arriv,inventors,soldier,,heads,off._,things,put,hast,purposes,errors,bid,peal,music,audience,within._,room,room
75,ghost (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off._,ordnance,,,,,,like,plots,ordnance,royally,royally,,,put,,voice,put,loudly,mischance,,sorrow,,likely,put,accidental,deaths,take,stage,,stage,stage,,claim,high,never,order,heads,stage,,truly,,came,prov,struck,mistook,happen,shoot,ordnance,rites,sorrow,ambassadors,leave,leave
76,hold (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shot,,,,,,soldier,errors,shot,passage,passage,,,prov,,draw,prov,take,plots,,embrace,,put,prov,judgments,cunning,becomes,likely,,likely,likely,,vantage,placed,gave,high,truly,likely,,deliver,,carnal,royally,ambassador,fall,four,march._,shot,war,embrace,thine,denmark,denmark
77,dear (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off._,,,,,,stage,happen,off._,music,music,,,royally,,presently,royally,becomes,errors,,fortune,,prov,royally,casual,forc,field,put,,put,put,,doth,view,since,placed,deliver,put,,haste,,unnatural,passage,dismal,inventors,captains,_exeunt,off._,loudly,fortune,princes,dear,dear
78,leave (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,likely,four,,rites,rites,,,passage,,perform,passage,field,happen,,rights,,royally,passage,slaughters,upshot,shows,prov,,prov,prov,,invite,unknowing,jump,view,haste,prov,,call,,acts,music,affairs,heads,bear,bearing,,take,rights,bloodily,hold,hold
79,doth (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,put,captains,,war,war,,,music,,even,music,shows,four,,memory,,passage,music,deaths,purposes,much,royally,,royally,royally,,also,world,upon,unknowing,call,royally,,noblest,,accidental,rites,late,truly,soldier,peal,,becomes,memory,hast,doth,doth
80,matter (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prov,bear,,loudly,loudly,,,rites,,men,rites,much,captains,,kingdom,,music,rites,cunning,mistook,amiss,passage,,passage,passage,,mouth,things,question,world,noblest,passage,,audience,,judgments,war,ears,deliver,stage,ordnance,,field,kingdom,struck,matter,matter
81,part (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,royally,like,,take,take,,,war,,minds,war,amiss,bear,,claim,,rites,war,forc,fall,bid,music,,music,music,,whose,came,polack,things,audience,music,,sorrow,,casual,loudly,senseless,haste,likely,shot,,shows,claim,ambassador,never,never
82,away (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passage,soldier,,becomes,becomes,,,loudly,,wild,loudly,bid,like,,vantage,,war,loudly,upshot,inventors,shoot,rites,,rites,rites,,voice,carnal,wars,came,sorrow,rites,,embrace,,slaughters,take,hearing,call,put,off._,,much,vantage,dismal,world,world
83,world (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,music,stage,,field,field,,,take,,lest,take,shoot,soldier,,doth,,loudly,take,purposes,heads,march._,war,,war,war,,draw,unnatural,arriv,carnal,embrace,war,,fortune,,deaths,becomes,fulfill,noblest,prov,,,amiss,doth,affairs,fortinbras,great
84,sweet (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rites,likely,,shows,shows,,,becomes,,mischance,becomes,dead,stage,,invite,,take,becomes,mistook,truly,_exeunt,loudly,,loudly,loudly,,presently,acts,order,unnatural,fortune,loudly,,rights,,cunning,field,guildenstern,audience,royally,,,bid,invite,late,great,away
85,great (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,war,prov,,much,much,,,field,,plots,field,march._,likely,,also,,becomes,field,fall,deliver,bearing,take,,take,take,,perform,accidental,high,acts,rights,take,,memory,,forc,shows,thanks,sorrow,passage,,,shoot,also,ears,away,part
86,never (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loudly,royally,,amiss,amiss,,,shows,,errors,shows,_exeunt,put,,mouth,,field,shows,inventors,haste,peal,becomes,,becomes,becomes,,even,judgments,placed,accidental,memory,becomes,,kingdom,,upshot,much,ability,embrace,music,,,march._,cause,senseless,part,sweet
87,nay (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,take,passage,,bid,bid,,,much,,happen,much,bearing,prov,,whose,,shows,much,heads,call,ordnance,field,,field,field,,men,casual,view,judgments,kingdom,field,,claim,,purposes,amiss,life,fortune,rites,,,_exeunt,mouth,hearing,sweet,head
88,head (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,becomes,music,,shoot,shoot,,,amiss,,four,amiss,peal,royally,,voice,,much,amiss,truly,noblest,shot,shows,,shows,shows,,minds,slaughters,unknowing,casual,claim,shows,,vantage,,mistook,bid,thank,rights,war,,,bearing,whose,fulfill,put,nay
89,act (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,field,rites,,dead,dead,,,bid,,captains,bid,ordnance,passage,,draw,,amiss,bid,deliver,audience,off._,much,,much,much,,wild,deaths,world,slaughters,vantage,much,,doth,,fall,shoot,never,memory,loudly,,,peal,voice,thanks,head,put
90,comes (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shows,war,,march._,march._,,,shoot,,bear,shoot,shot,music,,presently,,bid,shoot,haste,sorrow,,amiss,,amiss,amiss,,lest,cunning,things,deaths,doth,amiss,,invite,,inventors,march._,gave,kingdom,take,,,ordnance,draw,ability,nay,call
91,earth (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,much,loudly,,_exeunt,_exeunt,,,dead,,like,march._,off._,rites,,perform,,shoot,march._,call,embrace,,bid,,bid,bid,,mischance,forc,came,cunning,invite,bid,,also,,heads,_exeunt,since,claim,becomes,,,shot,presently,life,call,show
92,though (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amiss,take,,bearing,bearing,,,march._,,soldier,_exeunt,,war,,even,,march._,_exeunt,noblest,fortune,,shoot,,shoot,shoot,,plots,upshot,carnal,forc,also,shoot,,mouth,,truly,bearing,jump,vantage,field,,,off._,perform,thank,show,comes
93,show (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bid,becomes,,peal,peal,,,_exeunt,,stage,bearing,,loudly,,men,,_exeunt,bearing,audience,rights,,march._,,march._,march._,,errors,purposes,unnatural,upshot,mouth,march._,,whose,,deliver,peal,upon,doth,shows,,,,even,never,comes,though
94,put (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shoot,field,,ordnance,ordnance,,,bearing,,likely,peal,,take,,minds,,bearing,peal,sorrow,memory,,_exeunt,,_exeunt,_exeunt,,happen,mistook,acts,purposes,whose,_exeunt,,voice,,haste,ordnance,question,invite,much,,,,men,gave,though,earth
95,call (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dead,shows,,shot,shot,,,peal,,prov,ordnance,,becomes,,wild,,peal,ordnance,embrace,kingdom,,bearing,,bearing,bearing,,four,fall,accidental,mistook,voice,bearing,,draw,,call,shot,polack,also,amiss,,,,minds,since,second,act
96,eyes (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,march._,much,,off._,off._,,,ordnance,,royally,shot,,field,,lest,,ordnance,shot,fortune,claim,,peal,,peal,peal,,captains,inventors,judgments,fall,draw,peal,,presently,,noblest,off._,wars,mouth,bid,,,,wild,jump,earth,fortinbras
97,true (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_exeunt,amiss,,,,,,shot,,passage,off._,,shows,,mischance,,shot,off._,rights,vantage,,ordnance,,ordnance,ordnance,,bear,heads,casual,inventors,presently,ordnance,,perform,,audience,,arriv,whose,shoot,,,,lest,upon,act,second
98,even (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bearing,bid,,,,,,off._,,music,,,much,,plots,,off._,,memory,doth,,shot,,shot,shot,,like,truly,slaughters,heads,perform,shot,,even,,sorrow,,order,voice,march._,,,,mischance,question,england,even
99,second (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peal,shoot,,,,,,,,rites,,,amiss,,errors,,,,kingdom,invite,,off._,,off._,off._,,soldier,deliver,deaths,truly,even,off._,,men,,embrace,,high,draw,_exeunt,,,,plots,polack,even,eyes
100,two (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordnance,dead,,,,,,,,war,,,bid,,happen,,,,claim,also,,,,,,,stage,haste,cunning,deliver,men,,,minds,,fortune,,placed,presently,bearing,,,,errors,wars,eyes,true
101,seen (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shot,march._,,,,,,,,loudly,,,shoot,,four,,,,vantage,mouth,,,,,,,likely,call,forc,haste,minds,,,wild,,rights,,view,perform,peal,,,,happen,arriv,true,follow
102,done (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off._,_exeunt,,,,,,,,take,,,march._,,captains,,,,doth,whose,,,,,,,put,noblest,upshot,call,wild,,,lest,,memory,,unknowing,even,ordnance,,,,four,order,follow,england
103,_exeunt (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bearing,,,,,,,,becomes,,,_exeunt,,bear,,,,invite,voice,,,,,,,prov,audience,purposes,noblest,lest,,,mischance,,kingdom,,world,men,shot,,,,captains,high,_exeunt,_exeunt
104,follow (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peal,,,,,,,,field,,,bearing,,like,,,,also,draw,,,,,,,royally,sorrow,mistook,audience,mischance,,,plots,,claim,,things,minds,off._,,,,bear,placed,two,two
105,set (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ordnance,,,,,,,,shows,,,peal,,soldier,,,,mouth,presently,,,,,,,passage,embrace,fall,sorrow,plots,,,errors,,vantage,,came,wild,,,,,soldier,view,done,done
106,madness (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shot,,,,,,,,much,,,ordnance,,stage,,,,whose,perform,,,,,,,music,fortune,inventors,embrace,errors,,,happen,,doth,,carnal,lest,,,,,stage,unknowing,madness,madness
107,another (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,off._,,,,,,,,amiss,,,shot,,likely,,,,voice,even,,,,,,,rites,rights,heads,fortune,happen,,,four,,invite,,unnatural,mischance,,,,,likely,world,seen,seen
108,son (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bid,,,off._,,prov,,,,draw,men,,,,,,,war,memory,truly,rights,four,,,captains,,also,,acts,plots,,,,,put,things,set,set
109,fortinbras (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shoot,,,,,royally,,,,presently,minds,,,,,,,loudly,kingdom,deliver,memory,captains,,,bear,,mouth,,accidental,errors,,,,,prov,came,mad,mad
